merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_clean,merchant_name_clean,mcc_clean,merchant_category_clean,business_type_clean,city_clean,state_clean,onboarding_date_clean,settlement_account_clean,settlement_account_type,merchant_status_clean,declared_avg_ticket_size_clean
MCH-3697,Cherian LLC,7011,Hotel,individual,Madras,Tamil Nadu,04/11/2023 01:30 PM,,Live,"INR 2,525.65",MCH3697,Cherian Llc,7011.0,HOSPITALITY,INDIVIDUAL,Chennai,Tamil Nadu,2023-04-11 13:30:00,,MISSING,ACTIVE,2525.65
MCH6046,"Palla, Yadav and Bhatnagar",5999,Other,INDIVIDUAL,Bengaluru,Karnataka,2024-03-27 20:41:48,,A,2396.76,MCH6046,"Palla, Yadav And Bhatnagar",5999.0,OTHER,INDIVIDUAL,Bengaluru,Karnataka,2024-03-27 20:41:48,,MISSING,ACTIVE,2396.76
MCH7759,"SANKARAN, PATEL AND NARAIN",5699,Apparel,sole_proprietor,Kolkata,West Bengal,2025-10-15 13:32:26,EADV1032511266518,Active,,MCH7759,"Sankaran, Patel And Narain",5699.0,CLOTHING,SOLE_PROPRIETOR,Kolkata,West Bengal,2025-10-15 13:32:26,EADV1032511266518,ALPHANUMERIC_ACCOUNT,ACTIVE,
MCH5657,Natt-Goel,5999,Miscellaneous,individual,Dilli,Delhi,,,Enabled,"Rs. 1,355",MCH5657,Natt-Goel,5999.0,MISCELLANEOUS RETAIL,INDIVIDUAL,Delhi,Delhi,,,MISSING,ACTIVE,1355.0
MCH 2432,Parmar-Parmer,MCC-4131,Transportation,Individual,Calcutta,West Bengal,,,Enabled,"INR 2,557.63",MCH2432,Parmar-Parmer,,TRANSPORTATION,INDIVIDUAL,Kolkata,West Bengal,,,MISSING,ACTIVE,2557.63
MCH5705,MUKHOPADHYAY AND SONS,5699,Apparel,sole_proprietor,jalandhar,Punjab,25/02/2025,,A,716.31,MCH5705,Mukhopadhyay And Sons,5699.0,CLOTHING,SOLE_PROPRIETOR,Jalandhar,Punjab,2025-02-25 00:00:00,,MISSING,ACTIVE,716.31
MCH1358,"CHAUDRY, BARAL AND MODI",4131,Transportation,INDIVIDUAL,Ludhiana,Punjab,07/06/2025,3312553110,Enabled,2115.38,MCH1358,"Chaudry, Baral And Modi",4131.0,TRANSPORTATION,INDIVIDUAL,Ludhiana,Punjab,2025-07-06 00:00:00,3312553110,NUMERIC_ACCOUNT,ACTIVE,2115.38
MCH7337,NATH-NARAYAN,5699,CLOTHS,Individual,Hyd,Telangana,28-Jul-2024,,ACTIVE,"3,029.85",MCH7337,Nath-Narayan,5699.0,CLOTHING,INDIVIDUAL,Hyderabad,Telangana,2024-07-28 00:00:00,,MISSING,ACTIVE,3029.85
MCH9319,LadInc,5699.0,garments,sole_proprietor,Jalandhar,Punjab,2025/07/20,XXXX7774,Enabled,839.54,MCH9319,Ladinc,5699.0,CLOTHING,SOLE_PROPRIETOR,Jalandhar,Punjab,2025-07-20 00:00:00,XXXX7774,MASKED_ACCOUNT,ACTIVE,839.54
MCH5354,Khatri-De0,05942,Book Store,PARTNERSHIP,Jalandar,Punjab,,WCZU4810286661084,Live,,MCH5354,Khatri-De0,5942.0,BOOKS_STATIONERY,PARTNERSHIP,Jalandhar,Punjab,,WCZU4810286661084,ALPHANUMERIC_ACCOUNT,ACTIVE,
MCH-6329,Srinivas-Banerjee,,MEDICAL_STORE,INDIVIDUAL,Kolkata,West Bengal,2024/05/12,XXXX2718,ACTIVE,199.46,MCH6329,Srinivas-Banerjee,,MEDICAL,INDIVIDUAL,Kolkata,West Bengal,2024-05-12 00:00:00,XXXX2718,MASKED_ACCOUNT,ACTIVE,199.46
mch3206,Ahuja-Din,5311,Retail,sole_proprietor,Hyderabad,Telangana,1768139454,XXXX4117,Active,"Rs. 1,244",MCH3206,Ahuja-Din,5311.0,RETAIL,SOLE_PROPRIETOR,Hyderabad,Telangana,2026-01-11 13:50:54,XXXX4117,MASKED_ACCOUNT,ACTIVE,1244.0
MCH 5632,  Tandon Ltd  ,05311,DEPT_STORE,sole_proprietor,Bangalore,Karnataka,2025-05-29 12:56:08,,Active,INR 270.52,MCH5632,Tandon Ltd,5311.0,DEPARTMENT STORE,SOLE_PROPRIETOR,Bengaluru,Karnataka,2025-05-29 12:56:08,,MISSING,ACTIVE,270.52
MCH8355,"Virk, Sarna and Sangha",5812,Restaurants,INDIVIDUAL,Mumbai,Maharashtra,09-10-2023,0702210119,Active,"Rs. 3,279",MCH8355,"Virk, Sarna And Sangha",5812.0,RESTAURANT,INDIVIDUAL,Mumbai,Maharashtra,2023-09-10 00:00:00,0702210119,NUMERIC_ACCOUNT,ACTIVE,3279.0
MCH3281,Ranganathan and Sons,5311,Retail,Partnership,kolkata,West Bengal,2024/03/01,XXXX9655,Enabled,-649.49,MCH3281,Ranganathan And Sons,5311.0,RETAIL,PARTNERSHIP,Kolkata,West Bengal,2024-03-01 00:00:00,XXXX9655,MASKED_ACCOUNT,ACTIVE,
mch2978,Deshpande LLC,7011,Hospitality,private_limited,Lucknow,Uttar Pradesh,1675295851,XXXX0228,A,194.6,MCH2978,Deshpande Llc,7011.0,HOSPITALITY,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2023-02-01 23:57:31,XXXX0228,MASKED_ACCOUNT,ACTIVE,194.6
3399,Rana-Talwar,5912.0,MEDICAL_STORE,PRIVATE-LIMITED,mumbai,Maharashtra,2024-03-30 09:48:22,6585786984,ACTIVE,575.9,MCH3399,Rana-Talwar,5912.0,MEDICAL,PRIVATE_LIMITED,Mumbai,Maharashtra,2024-03-30 09:48:22,6585786984,NUMERIC_ACCOUNT,ACTIVE,575.9
MCH7219,Dhawan-Saha,7011.0,HOTEL_LODGING,INDIVIDUAL,Dilli,Delhi,01-06-2026,HJFW5603026154965,Inactive,2354.94,MCH7219,Dhawan-Saha,7011.0,HOSPITALITY,INDIVIDUAL,Delhi,Delhi,2026-01-06 00:00:00,HJFW5603026154965,ALPHANUMERIC_ACCOUNT,INACTIVE,2354.94
MCH3757,Chokshi PLC,04814,TELECOM,Private Limited,Jaipur,Rajasthan,23/10/2025 10:04 AM,KUIQ2748561079701,ACTIVE,2492.69,MCH3757,Chokshi Plc,4814.0,TELECOM,PRIVATE_LIMITED,Jaipur,Rajasthan,2025-10-23 10:04:00,KUIQ2748561079701,ALPHANUMERIC_ACCOUNT,ACTIVE,2492.69
MCH1214,Padmanabhan Gr0up,4814,TELECOM,individual,Amritsar,Punjab,24/08/2025,,Live,-362.46,MCH1214,Padmanabhan Gr0Up,4814.0,TELECOM,INDIVIDUAL,Amritsar,Punjab,2025-08-24 00:00:00,,MISSING,ACTIVE,
MCH2249,Bahri-Nagarajan,7011,HOTEL_LODGING,SOLE_PROPRIETOR,Ludhiana,Punjab,11-17-2024,0364290572,Live,INR 590.80,MCH2249,Bahri-Nagarajan,7011.0,HOSPITALITY,SOLE_PROPRIETOR,Ludhiana,Punjab,2024-11-17 00:00:00,0364290572,NUMERIC_ACCOUNT,ACTIVE,590.8
MCH 9098,Manda and Sons,05812,Restaurants,PARTNERSHIP,bengaluru,Karnataka,2024-03-03 16:14:27,XXXX2826,Active,Rs. 870,MCH9098,Manda And Sons,5812.0,RESTAURANT,PARTNERSHIP,Bengaluru,Karnataka,2024-03-03 16:14:27,XXXX2826,MASKED_ACCOUNT,ACTIVE,870.0
MCH7932,SETHI LTD,4814.0,Telecom,Private Limited,Bengaluru,Karnataka,20/04/2025 10:28 PM,AUYT1495828220876,Active,4410.18,MCH7932,Sethi Ltd,4814.0,TELECOM,PRIVATE_LIMITED,Bengaluru,Karnataka,2025-04-20 22:28:00,AUYT1495828220876,ALPHANUMERIC_ACCOUNT,ACTIVE,4410.18
MCH1216,"Agarwal, Dave and Vala",7011,Hotels,SOLE-PROPRIETOR,chennai,Tamil Nadu,10-18-2024,,Active,2228.42,MCH1216,"Agarwal, Dave And Vala",7011.0,HOSPITALITY,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2024-10-18 00:00:00,,MISSING,ACTIVE,2228.42
mch3497,"Gokhale, Parmer and Contractor",,Transport,INDIVIDUAL,jalandhar,Punjab,1699047591,,ACTIVE,-403.24,MCH3497,"Gokhale, Parmer And Contractor",,TRANSPORTATION,INDIVIDUAL,Jalandhar,Punjab,2023-11-03 21:39:51,,MISSING,ACTIVE,
8517,"Bandi, Bir and Buch",5912,chemist,individual,Dilli,Delhi,2025/05/12,XXXX8958,Active,"INR 2,544.34",MCH8517,"Bandi, Bir And Buch",5912.0,MEDICAL,INDIVIDUAL,Delhi,Delhi,2025-05-12 00:00:00,XXXX8958,MASKED_ACCOUNT,ACTIVE,2544.34
MCH3567,Kala Ltd,MCC-4814,TELECOM,Sole Proprietor,amritsar,Punjab,15-May-2023,0120134197,Active,"INR 1,794.62",MCH3567,Kala Ltd,,TELECOM,SOLE_PROPRIETOR,Amritsar,Punjab,2023-05-15 00:00:00,0120134197,NUMERIC_ACCOUNT,ACTIVE,1794.62
MCH6890,Pandit-Narasimhan,7011,Hotel,private_limited,Calcutta,West Bengal,21/04/2024,XXXX8046,Closed,525.87,MCH6890,Pandit-Narasimhan,7011.0,HOSPITALITY,PRIVATE_LIMITED,Kolkata,West Bengal,2024-04-21 00:00:00,XXXX8046,MASKED_ACCOUNT,INACTIVE,525.87
MCH6632,"  Om, Mall and Sandhu  ",UNKNOWN,Bus/Taxi,PARTNERSHIP,Lucknow,Uttar Pradesh,07-28-2023,XXXX3092,Hold,996.13,MCH6632,"Om, Mall And Sandhu",,TRANSPORTATION,PARTNERSHIP,Lucknow,Uttar Pradesh,2023-07-28 00:00:00,XXXX3092,MASKED_ACCOUNT,SUSPENDED,996.13
MCH7269,La11-Raman,4814,TELECOM,PRIVATE_LIMITED,LKO,Uttar Pradesh,2023-10-25 09:50:57,4846136502,Active,"1,031.92",MCH7269,La11-Raman,4814.0,TELECOM,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2023-10-25 09:50:57,4846136502,NUMERIC_ACCOUNT,ACTIVE,1031.92
MCH4180,Dave-Oza,,BOOKS_STATIONERY,SOLE_PROPRIETOR,DELHI,Delhi,2024/01/08,,Active,394.99,MCH4180,Dave-Oza,,BOOKS_STATIONERY,SOLE_PROPRIETOR,Delhi,Delhi,2024-01-08 00:00:00,,MISSING,ACTIVE,394.99
MCH1492,"PANCHAL, BAIL AND NADKARNI",05912,Medical,sole_proprietor,Jaipur,Rajasthan,2024/07/05,,Hold,"6,674.02",MCH1492,"Panchal, Bail And Nadkarni",5912.0,MEDICAL,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-07-05 00:00:00,,MISSING,SUSPENDED,6674.02
mch5210,NATARAJAN LLC,4131,transprt,PARTNERSHIP,Lucknow,Uttar Pradesh,2023/08/25,,Enabled,"₹2,522.68",MCH5210,Natarajan Llc,4131.0,TRANSPORTATION,PARTNERSHIP,Lucknow,Uttar Pradesh,2023-08-25 00:00:00,,MISSING,ACTIVE,2522.68
MCH6115,Padmanabhan-Chahal,misc,Retail,Private Limited,Bombay,Maharashtra,01/03/2024,XXXX5769,I,INR 266.65,MCH6115,Padmanabhan-Chahal,,RETAIL,PRIVATE_LIMITED,Mumbai,Maharashtra,2024-01-03 00:00:00,XXXX5769,MASKED_ACCOUNT,INACTIVE,266.65
MCH5950,Dey-Raj,5999,Retail Other,SOLE-PROPRIETOR,amritsar,Punjab,11-29-2025,0371217445,A,-3256.77,MCH5950,Dey-Raj,5999.0,MISCELLANEOUS RETAIL,SOLE_PROPRIETOR,Amritsar,Punjab,2025-11-29 00:00:00,0371217445,NUMERIC_ACCOUNT,ACTIVE,
MCH3556,Andra-Nagar,5999,Misc Retail,Sole Proprietor,pune,Maharashtra,2025-05-04 18:43:19,,ACTIVE,"1,107.13",MCH3556,Andra-Nagar,5999.0,MISCELLANEOUS RETAIL,SOLE_PROPRIETOR,Pune,Maharashtra,2025-05-04 18:43:19,,MISSING,ACTIVE,1107.13
MCH4842,Pa11a LLC,5942,Stationery,INDIVIDUAL,Calcutta,West Bengal,2024/12/19,XXXX0707,Live,"Rs. 3,127",MCH4842,Pa11A Llc,5942.0,BOOKS_STATIONERY,INDIVIDUAL,Kolkata,West Bengal,2024-12-19 00:00:00,XXXX0707,MASKED_ACCOUNT,ACTIVE,3127.0
MCH6831,"Kothari, De and Arora",5999,Retail Other,Individual,Kolkata,West Bengal,17/11/2025 04:43 PM,FVLK6104664273261,SUSPENDED,,MCH6831,"Kothari, De And Arora",5999.0,MISCELLANEOUS RETAIL,INDIVIDUAL,Kolkata,West Bengal,2025-11-17 16:43:00,FVLK6104664273261,ALPHANUMERIC_ACCOUNT,SUSPENDED,
MCH2922,Chhabra-Jha,5999,Retail Other,sole_proprietor,Bombay,Maharashtra,2024/10/10,FAIS4263479017973,Enabled,-1096.49,MCH2922,Chhabra-Jha,5999.0,MISCELLANEOUS RETAIL,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-10-10 00:00:00,FAIS4263479017973,ALPHANUMERIC_ACCOUNT,ACTIVE,
MCH8509,"Majumdar, Deshpande and Solanki",5311,DEPT_STORE,PARTNERSHIP,BLR,Karnataka,09-17-2024,XXXX5135,I,-1098.85,MCH8509,"Majumdar, Deshpande And Solanki",5311.0,DEPARTMENT STORE,PARTNERSHIP,Bengaluru,Karnataka,2024-09-17 00:00:00,XXXX5135,MASKED_ACCOUNT,INACTIVE,
mch3604,"  Shetty, Bali and Sama  ",5411,groceries,Partnership,Ludhiana,Punjab,1672794464,IQHJ3383226507557,A,Rs. 394,MCH3604,"Shetty, Bali And Sama",5411.0,GROCERY,PARTNERSHIP,Ludhiana,Punjab,2023-01-04 01:07:44,IQHJ3383226507557,ALPHANUMERIC_ACCOUNT,ACTIVE,394.0
MCH9785,Nagarajan PLC,5699,CLOTHS,INDIVIDUAL,MUMBAI,Maharashtra,06/08/2025,,Enabled,"INR 2,709.78",MCH9785,Nagarajan Plc,5699.0,CLOTHING,INDIVIDUAL,Mumbai,Maharashtra,2025-06-08 00:00:00,,MISSING,ACTIVE,2709.78
mch1447,"Dara, Om and Chaudhry",5699,garments,PRIVATE_LIMITED,Bangalore,Karnataka,29-Apr-2023,NJHB3866390601882,Disabled,Rs. 373,MCH1447,"Dara, Om And Chaudhry",5699.0,CLOTHING,PRIVATE_LIMITED,Bengaluru,Karnataka,2023-04-29 00:00:00,NJHB3866390601882,ALPHANUMERIC_ACCOUNT,INACTIVE,373.0
MCH7659,"Pandya, Bakshi and Chaudhary",4131,Transport,private_limited,Madras,Tamil Nadu,16/04/2023 06:19 PM,FNTE9764699509957,Active,"1,564.19",MCH7659,"Pandya, Bakshi And Chaudhary",4131.0,TRANSPORTATION,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-04-16 18:19:00,FNTE9764699509957,ALPHANUMERIC_ACCOUNT,ACTIVE,1564.19
MCH1600,"warrior, anand and kata",5311,Department Store,INDIVIDUAL,chennai,Tamil Nadu,07/10/2025,DNAN6947992423478,ACTIVE,"₹2,937.03",MCH1600,"Warrior, Anand And Kata",5311.0,DEPARTMENT STORE,INDIVIDUAL,Chennai,Tamil Nadu,2025-07-10 00:00:00,DNAN6947992423478,ALPHANUMERIC_ACCOUNT,ACTIVE,2937.03
MCH8561,Mahal-Talwar,5912.0,chemist,INDIVIDUAL,Poona,Maharashtra,21-Nov-2024,XXXX1106,A,INR 892.64,MCH8561,Mahal-Talwar,5912.0,MEDICAL,INDIVIDUAL,Pune,Maharashtra,2024-11-21 00:00:00,XXXX1106,MASKED_ACCOUNT,ACTIVE,892.64
MCH4029,Kuruvilla and Sons,5411,Grocery Stores,PRIVATE-LIMITED,pune,Maharashtra,,DGMS6783095939908,A,INR 55.43,MCH4029,Kuruvilla And Sons,5411.0,GROCERY,PRIVATE_LIMITED,Pune,Maharashtra,,DGMS6783095939908,ALPHANUMERIC_ACCOUNT,ACTIVE,55.43
MCH1392,Johal-Gaba,05912,Medical,PRIVATE-LIMITED,pune,Maharashtra,02-20-2024,XXXX9354,INACTIVE,"4,352.70",MCH1392,Johal-Gaba,5912.0,MEDICAL,PRIVATE_LIMITED,Pune,Maharashtra,2024-02-20 00:00:00,XXXX9354,MASKED_ACCOUNT,INACTIVE,4352.7
MCH4985,HAYRE AND SONS,5942,Books,Partnership,Lucknow,Uttar Pradesh,08-01-2023,PXAE0911368692866,Enabled,1981.89,MCH4985,Hayre And Sons,5942.0,BOOKS_STATIONERY,PARTNERSHIP,Lucknow,Uttar Pradesh,2023-08-01 00:00:00,PXAE0911368692866,ALPHANUMERIC_ACCOUNT,ACTIVE,1981.89
MCH8808,"  Kothari, Bansal and Gupta  ",misc,Stationery,Individual,BLR,Karnataka,19/09/2025 01:30 AM,9868014892,A,Rs. 380,MCH8808,"Kothari, Bansal And Gupta",,BOOKS_STATIONERY,INDIVIDUAL,Bengaluru,Karnataka,2025-09-19 01:30:00,9868014892,NUMERIC_ACCOUNT,ACTIVE,380.0
MCH7137,Krishna-Palan,4814,Telecom,Partnership,ludhiana,Punjab,29/09/2025,GJTY8331565779502,Enabled,,MCH7137,Krishna-Palan,4814.0,TELECOM,PARTNERSHIP,Ludhiana,Punjab,2025-09-29 00:00:00,GJTY8331565779502,ALPHANUMERIC_ACCOUNT,ACTIVE,
mch2813,"Sha, Bhatia and Vig",UNKNOWN,DEPT_STORE,INDIVIDUAL,chennai,Tamil Nadu,2024-10-24 13:37:28,5399147177,Active,"INR 3,821.16",MCH2813,"Sha, Bhatia And Vig",,DEPARTMENT STORE,INDIVIDUAL,Chennai,Tamil Nadu,2024-10-24 13:37:28,5399147177,NUMERIC_ACCOUNT,ACTIVE,3821.16
MCH1375,Golla and Sons,5912,Medical,PARTNERSHIP,Bengaluru,Karnataka,08/01/2023 01:43 PM,,Active,503.66,MCH1375,Golla And Sons,5912.0,MEDICAL,PARTNERSHIP,Bengaluru,Karnataka,2023-08-01 13:43:00,,MISSING,ACTIVE,503.66
MCH2074,D’Alia Inc,05699,Fashion,partnership,jaipur,Rajasthan,1761162895,VRCT7941741947399,Enabled,"1,616.20",MCH2074,D’Alia Inc,5699.0,CLOTHING,PARTNERSHIP,Jaipur,Rajasthan,2025-10-22 19:54:55,VRCT7941741947399,ALPHANUMERIC_ACCOUNT,ACTIVE,1616.2
MCH1256,Vala Inc,05912,MEDICAL_STORE,SOLE_PROPRIETOR,kolkata,West Bengal,17-Jan-2025,,Blocked,1415.24,MCH1256,Vala Inc,5912.0,MEDICAL,SOLE_PROPRIETOR,Kolkata,West Bengal,2025-01-17 00:00:00,,MISSING,SUSPENDED,1415.24
8440,"Chacko, Natarajan and Menon",5999,Other,individual,Mumbai,Maharashtra,19/01/2025,,ACTIVE,₹775.41,MCH8440,"Chacko, Natarajan And Menon",5999.0,OTHER,INDIVIDUAL,Mumbai,Maharashtra,2025-01-19 00:00:00,,MISSING,ACTIVE,775.41
MCH3060,Deep-Tata,5311,DEPT_STORE,INDIVIDUAL,ASR,Punjab,17-Apr-2023,,Enabled,-2601.81,MCH3060,Deep-Tata,5311.0,DEPARTMENT STORE,INDIVIDUAL,Amritsar,Punjab,2023-04-17 00:00:00,,MISSING,ACTIVE,
MCH4025,  Hegde-Sule  ,5311,Retail,Individual,HYDERABAD,Telangana,,XXXX6804,INACTIVE,"₹1,108.29",MCH4025,Hegde-Sule,5311.0,RETAIL,INDIVIDUAL,Hyderabad,Telangana,,XXXX6804,MASKED_ACCOUNT,INACTIVE,1108.29
MCH6970,CHOPRA-LOKE,5311,Department Store,PARTNERSHIP,JPR,Rajasthan,02-13-2025,,Enabled,564.18,MCH6970,Chopra-Loke,5311.0,DEPARTMENT STORE,PARTNERSHIP,Jaipur,Rajasthan,2025-02-13 00:00:00,,MISSING,ACTIVE,564.18
MCH 2850,  Reddy-Kara  ,4131,Bus/Taxi,Private Limited,jaipur,Rajasthan,22/04/2024,XXXX7186,Enabled,-953.86,MCH2850,Reddy-Kara,4131.0,TRANSPORTATION,PRIVATE_LIMITED,Jaipur,Rajasthan,2024-04-22 00:00:00,XXXX7186,MASKED_ACCOUNT,ACTIVE,
mch5117,"Parikh, Sengupta and Chander",7011,Hotel,PARTNERSHIP,Chennai,Tamil Nadu,26/01/2023 11:39 PM,,Suspended,266.62,MCH5117,"Parikh, Sengupta And Chander",7011.0,HOSPITALITY,PARTNERSHIP,Chennai,Tamil Nadu,2023-01-26 23:39:00,,MISSING,SUSPENDED,266.62
MCH-6651,"Mahajan, Vig and Balakrishnan",5411,groceries,Partnership,delhi,Delhi,02-17-2023,ZZEW6214809734757,A,1407.45,MCH6651,"Mahajan, Vig And Balakrishnan",5411.0,GROCERY,PARTNERSHIP,Delhi,Delhi,2023-02-17 00:00:00,ZZEW6214809734757,ALPHANUMERIC_ACCOUNT,ACTIVE,1407.45
MCH6206,"Johal, Verma and Sane",5812,eating place,PRIVATE-LIMITED,Jalandhar,Punjab,2024-04-26 14:53:55,,Active,-765.75,MCH6206,"Johal, Verma And Sane",5812.0,RESTAURANT,PRIVATE_LIMITED,Jalandhar,Punjab,2024-04-26 14:53:55,,MISSING,ACTIVE,
MCH9755,"Mane, Dey and Nagy",MCC-7011,Hospitality,individual,Lucknow,Uttar Pradesh,09-05-2023,,Active,2207.77,MCH9755,"Mane, Dey And Nagy",,HOSPITALITY,INDIVIDUAL,Lucknow,Uttar Pradesh,2023-09-05 00:00:00,,MISSING,ACTIVE,2207.77
MCH3401,chana llc,5411,Grocery Stores,INDIVIDUAL,Chennai,Tamil Nadu,,XXXX4048,ACTIVE,3703.23,MCH3401,Chana Llc,5411.0,GROCERY,INDIVIDUAL,Chennai,Tamil Nadu,,XXXX4048,MASKED_ACCOUNT,ACTIVE,3703.23
MCH7698,SACHDEV AND SONS,MCC-5812,Restaurant,Sole Proprietor,Amritsar,Punjab,23-Jul-2023,,Enabled,,MCH7698,Sachdev And Sons,,RESTAURANT,SOLE_PROPRIETOR,Amritsar,Punjab,2023-07-23 00:00:00,,MISSING,ACTIVE,
MCH2085,Loke Inc,7011.0,HOTEL_LODGING,INDIVIDUAL,HYDERABAD,Telangana,05/12/2023,CQUN5447672400868,Blocked,,MCH2085,Loke Inc,7011.0,HOSPITALITY,INDIVIDUAL,Hyderabad,Telangana,2023-05-12 00:00:00,CQUN5447672400868,ALPHANUMERIC_ACCOUNT,SUSPENDED,
mch1060,"Subramaniam, Rama and Contractor",4131,Transport,individual,HYDERABAD,Telangana,1714640414,FXHY9362967598468,Enabled,Rs. 480,MCH1060,"Subramaniam, Rama And Contractor",4131.0,TRANSPORTATION,INDIVIDUAL,Hyderabad,Telangana,2024-05-02 09:00:14,FXHY9362967598468,ALPHANUMERIC_ACCOUNT,ACTIVE,480.0
MCH7876,"  Deshpande, Nagar and Parsa  ",misc,TELECOM,Individual,JPR,Rajasthan,2024/08/22,,Live,₹502.95,MCH7876,"Deshpande, Nagar And Parsa",,TELECOM,INDIVIDUAL,Jaipur,Rajasthan,2024-08-22 00:00:00,,MISSING,ACTIVE,502.95
MCH9966,"  Kara, Chanda and Hayre  ",4131,Transportation,Individual,kolkata,West Bengal,16/01/2024 08:22 PM,XXXX6108,A,"₹3,566.37",MCH9966,"Kara, Chanda And Hayre",4131.0,TRANSPORTATION,INDIVIDUAL,Kolkata,West Bengal,2024-01-16 20:22:00,XXXX6108,MASKED_ACCOUNT,ACTIVE,3566.37
MCH2710,"Ramanathan, Bandi and Edwin",5411,Grocery Stores,sole_proprietor,New Delhi,Delhi,07-Nov-2024,9267399474,Active,5021.08,MCH2710,"Ramanathan, Bandi And Edwin",5411.0,GROCERY,SOLE_PROPRIETOR,Delhi,Delhi,2024-11-07 00:00:00,9267399474,NUMERIC_ACCOUNT,ACTIVE,5021.08
MCH2723,Purohit-Dani,,Food,Individual,ASR,Punjab,16/04/2024 04:10 AM,XXXX6527,Live,1384.67,MCH2723,Purohit-Dani,,RESTAURANT,INDIVIDUAL,Amritsar,Punjab,2024-04-16 04:10:00,XXXX6527,MASKED_ACCOUNT,ACTIVE,1384.67
mch6084,Gera-Patla,UNKNOWN,Bus/Taxi,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,26/01/2026 03:06 PM,0059005491,A,3360.46,MCH6084,Gera-Patla,,TRANSPORTATION,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2026-01-26 15:06:00,0059005491,NUMERIC_ACCOUNT,ACTIVE,3360.46
MCH1457,Shetty Group,MCC-5999,Other,INDIVIDUAL,Jalandar,Punjab,11/07/2025,7979475554,ACTIVE,"INR 1,159.43",MCH1457,Shetty Group,,OTHER,INDIVIDUAL,Jalandhar,Punjab,2025-11-07 00:00:00,7979475554,NUMERIC_ACCOUNT,ACTIVE,1159.43
MCH7866,Bhattacharyya and Sons,5311,Department Stores,Partnership,DELHI,Delhi,31/10/2025 05:29 AM,QKIU3712061004002,Active,"2,522.00",MCH7866,Bhattacharyya And Sons,5311.0,DEPARTMENT STORE,PARTNERSHIP,Delhi,Delhi,2025-10-31 05:29:00,QKIU3712061004002,ALPHANUMERIC_ACCOUNT,ACTIVE,2522.0
MCH9528,Kibe-Memon,5699,Apparel,SOLE-PROPRIETOR,New Delhi,Delhi,07/12/2025,XXXX9874,ACTIVE,5399.84,MCH9528,Kibe-Memon,5699.0,CLOTHING,SOLE_PROPRIETOR,Delhi,Delhi,2025-07-12 00:00:00,XXXX9874,MASKED_ACCOUNT,ACTIVE,5399.84
MCH3612,Vaidya-Arya,5311,Retail,Private Limited,Kolkata,West Bengal,01/09/2023,UOBK5661273202199,Enabled,695.7,MCH3612,Vaidya-Arya,5311.0,RETAIL,PRIVATE_LIMITED,Kolkata,West Bengal,2023-01-09 00:00:00,UOBK5661273202199,ALPHANUMERIC_ACCOUNT,ACTIVE,695.7
MCH3971,Sura PLC,7011,HOTEL_LODGING,INDIVIDUAL,Dilli,Delhi,2024-04-17 13:25:57,,A,₹748.82,MCH3971,Sura Plc,7011.0,HOSPITALITY,INDIVIDUAL,Delhi,Delhi,2024-04-17 13:25:57,,MISSING,ACTIVE,748.82
MCH6025,Rege-Bali,MCC-4131,Transportation,Individual,Bengaluru,Karnataka,21-Apr-2025,XXXX0320,I,"INR 2,516.42",MCH6025,Rege-Bali,,TRANSPORTATION,INDIVIDUAL,Bengaluru,Karnataka,2025-04-21 00:00:00,XXXX0320,MASKED_ACCOUNT,INACTIVE,2516.42
MCH 6507,Kadakia PLC,5812,FOOD_SERVICES,PARTNERSHIP,chennai,Tamil Nadu,05-01-2023,XXXX3350,A,INR 740.55,MCH6507,Kadakia Plc,5812.0,RESTAURANT,PARTNERSHIP,Chennai,Tamil Nadu,2023-05-01 00:00:00,XXXX3350,MASKED_ACCOUNT,ACTIVE,740.55
mch8031,CHOKSHI LTD,7011,Hotels,individual,Hyd,Telangana,26/07/2025,3288481391,Enabled,2110.06,MCH8031,Chokshi Ltd,7011.0,HOSPITALITY,INDIVIDUAL,Hyderabad,Telangana,2025-07-26 00:00:00,3288481391,NUMERIC_ACCOUNT,ACTIVE,2110.06
MCH8431,Bala Group,4131,Transportation,INDIVIDUAL,LDH,Punjab,02-May-2025,XXXX7030,Active,₹964.23,MCH8431,Bala Group,4131.0,TRANSPORTATION,INDIVIDUAL,Ludhiana,Punjab,2025-05-02 00:00:00,XXXX7030,MASKED_ACCOUNT,ACTIVE,964.23
MCH9718,Mammen and Sons,5411,kirana,SOLE_PROPRIETOR,Jalandar,Punjab,06-20-2023,3331553891,Active,678.94,MCH9718,Mammen And Sons,5411.0,GROCERY,SOLE_PROPRIETOR,Jalandhar,Punjab,2023-06-20 00:00:00,3331553891,NUMERIC_ACCOUNT,ACTIVE,678.94
